"Activity" "Subject" "frequencyBodyAccelerometerMagnitude-mean()" "frequencyBodyAccelerometerMagnitude-std()" "frequencyBodyAccelerometerJerkMagnitude-mean()" "frequencyBodyAccelerometerJerkMagnitude-std()" "frequencyBodyGyroscopicJerkMagnitude-mean()" "frequencyBodyGyroscopicJerkMagnitude-std()" "frequencyBodyGyroscopicMagnitude-mean()" "frequencyBodyGyroscopicMagnitude-std()" "timeBodyAccelerometerJerkMagnitude-mean()" "timeBodyAccelerometerJerkMagnitude-std()" "timeBodyAccelerometerMagnitude-mean()" "timeBodyAccelerometerMagnitude-std()" "timeBodyGyroscopicJerkMagnitude-mean()" "timeBodyGyroscopicJerkMagnitude-std()" "timeBodyGyroscopicMagnitude-mean()" "timeBodyGyroscopicMagnitude-std()" "timeGravityAccelerometerMagnitude-mean()" "timeGravityAccelerometerMagnitude-std()"
"WALKING" 27 0.146429852045614 -0.0365348163649123 -0.556457316315789 0.246066224385965 0.0473137640877193 0.240506840286316 -0.15825174510807 -0.0786163508824035 -0.763171265263158 -0.794277695438596 -0.783149547719298 -0.824369992631579 -0.574404178245614 -0.789468460175439 -0.831593723859649 -0.498017935263158 -0.938508574912281 -0.973723264385965
"WALKING_UPSTAIRS" 27 -0.0260562405647059 0.00212499391686275 -0.528959534470588 0.297204943882353 -0.132493792119216 0.206740212759431 -0.270245969507843 -0.0937518711117647 -0.34317752875098 -0.886951994313726 -0.743448794313725 -0.887706519607843 -0.821131451568627 -0.906419319607843 -0.932839564705882 -0.544369229411765 -0.974972350196078 -0.98041074627451
"WALKING_DOWNSTAIRS" 27 0.141784870704545 -0.0163131590545455 -0.486238957045455 0.228334986318182 0.00593831256818181 0.105410274877273 -0.317771925318182 -0.0515814754272727 -0.757064318636364 -0.594031607954545 -0.300931317727273 -0.753805774772727 -0.601376029772727 -0.710469377272727 -0.804312316363636 -0.2966286115 -0.908649762272727 -0.9007149775
"SITTING" 27 0.179574116775714 -0.0797345645214286 -0.883529865285714 0.809542093714286 -0.535017878557143 0.26714457711 0.101797276764286 -0.0951635808 -0.481009159814286 -0.999790217857143 -0.999570118142857 -0.999564327 -0.999725147142857 -0.999575692142857 -0.999426688285714 -0.987207904714286 -0.999897337857143 -0.999956463
"STANDING" 27 0.2111791412375 -0.067507120075 -0.85690585125 0.811755806625 -0.357919471875 0.160457812525 0.1372141529075 -0.0987605078625 -0.45464328683125 -0.99963146475 -0.9998598815 -0.999119042125 -0.999039944875 -0.99960397375 -0.99943674775 -0.970149628875 -0.99985038775 -0.999951001125
"LAYING" 27 0.277730933135135 -0.0957839566891892 -0.873359062027027 0.829325034189189 -0.477945164864865 0.192309744243243 0.165456873945946 -0.101147695256757 -0.817826698581081 -0.999645168378378 -0.999074992297297 -0.999762070675676 -0.999721657567568 -0.999713290945946 -0.99943769972973 -0.987028539054054 -0.999850407837838 -0.999961306891892
"WALKING" 28 0.0779911869411111 -0.0172822168012963 -0.377878779814815 0.415031963888889 0.0447359873518519 0.314678490587407 -0.363517324240741 -0.092974671262963 -0.741594006481481 -0.792670795 -0.741288289814815 -0.601129488703704 -0.630381310185185 -0.787143282777778 -0.879149633703704 -0.374681071666667 -0.930935859444444 -0.952452417222222
"WALKING_UPSTAIRS" 28 -0.0119579509117647 0.0212250958019608 -0.515979278235294 0.284950457098039 -0.00683430915686275 0.165561414992157 -0.242543526117647 -0.080568055454902 -0.574971754098039 -0.775759800588235 -0.706628698823529 -0.805315192745098 -0.751493254901961 -0.908935167647059 -0.91910474 -0.403636283921569 -0.92863462627451 -0.97523021745098
"WALKING_DOWNSTAIRS" 28 0.157202915878261 0.00710564286763044 -0.21360833516087 0.326262998804348 -0.0483716717826087 0.111121559143478 -0.227712810161957 -0.0266492977565217 -0.869486173695652 -0.608895047391304 -0.35005663946087 -0.528726602130435 -0.388058423086957 -0.793087543695652 -0.775937844130435 -0.0299969963043478 -0.812031087391304 -0.909596113478261
"SITTING" 28 0.149658102670278 -0.0673943850555556 -0.870871175833333 0.791635467777778 -0.420195743541667 0.1585698008125 0.0167673846138889 -0.0953935055833333 -0.439937177119444 -0.998926219583333 -0.999703826388889 -0.998687423472222 -0.998682411666667 -0.999065403194444 -0.999005549305556 -0.973724326388889 -0.999637790555556 -0.999817938333333
"STANDING" 28 0.0878747487329114 -0.0739001646962025 -0.783967841265823 0.77279145886076 -0.0313289004924051 0.0542626409743038 0.0467776512379747 -0.102248409070886 -0.304660273488608 -0.998719854936709 -0.99946466556962 -0.995380490632911 -0.994978515316456 -0.998385526202532 -0.998409223291139 -0.880426103164557 -0.997812312278481 -0.999730029746835
"LAYING" 28 0.2998368685575 -0.097448733725 -0.83295831225 0.810717055375 -0.218223836825 0.04667205237875 0.11795140644875 -0.1045116270375 -0.52228667763 -0.998984689875 -0.99885364025 -0.999197394 -0.999258477375 -0.99724527675 -0.99834460075 -0.946804234625 -0.998820801875 -0.999712437625
"WALKING" 29 -0.138585227188679 -0.081960153154717 -0.499408491698113 0.41304753490566 0.197764998603774 -0.0339418229509434 -0.248097574622642 -0.10688830318283 -0.698871195660377 -0.748741053018868 -0.656076815471698 -0.78013921754717 -0.641398523207547 -0.892535362641509 -0.825422087735849 -0.431490048490566 -0.813805570754717 -0.977947051509434
"WALKING_UPSTAIRS" 29 0.0107604686385714 -0.152328112210204 -0.109431056612245 0.369196268979592 0.0608641234244898 0.184574520363673 -0.0950465092712245 -0.130429072653061 0.0653014448322449 -0.641374496734694 -0.572841029591837 -0.789378813673469 -0.794634045510204 -0.932221552040816 -0.938748556326531 -0.260519290404082 -0.938331386530612 -0.988933512653061
"WALKING_DOWNSTAIRS" 29 0.225709848229167 -0.0851045889895833 -0.332246264625 0.171425885125 0.3003857905625 0.104873187566667 -0.1883140604375 -0.0743986469979167 -0.587490949666667 -0.588385890895833 -0.304794450547708 -0.702438309583333 -0.57292362375 -0.75320459625 -0.80907388375 -0.18941800145 -0.887940316875 -0.983194023541667
"SITTING" 29 0.229570528533333 -0.0755797672133333 -0.8842887635 0.804791991833333 -0.600039985166667 0.207063395833333 0.136906891186667 -0.0953636995833333 -0.4840431683 -0.999888372 -0.999746662 -0.999606935666667 -0.999695503833333 -0.999700314833333 -0.9994481165 -0.988393569 -0.999925790666667 -0.999986146
"STANDING" 29 0.147428559556923 -0.0721060679123077 -0.865914838153846 0.816885361538462 -0.341148669215385 0.222220579743077 0.209212215215385 -0.0988701505538462 -0.62354280232 -0.999903939692308 -0.999965742461538 -0.999677316307692 -0.999655631230769 -0.999777240769231 -0.999395224923077 -0.974485449538462 -0.999842027076923 -0.999988356615385
"LAYING" 29 0.272143608755072 -0.0761814357028986 -0.881486411014493 0.830865498115942 -0.62588714715942 0.305932719086957 0.188591506811594 -0.0995339880724638 -0.777863068550725 -0.999867303913043 -0.999270502173913 -0.999900837101449 -0.999870392318841 -0.999813734202899 -0.999569375507246 -0.99312260884058 -0.999947616666667 -0.999989882608696
"WALKING" 30 0.193687562707692 -0.0649170927338462 -0.459060653076923 0.128913462352308 0.232946639630769 0.219784486215385 -0.375539574123077 -0.0873839917276923 -0.0635842011538462 -0.859732276461538 -0.781673259692308 -0.800656353846154 -0.709554490153846 -0.812200462615385 -0.850763280153846 -0.374440300461538 -0.947235262153846 -0.947229619076923
"WALKING_UPSTAIRS" 30 -0.17604985838 -0.0779606464676923 -0.408899859738462 0.193236873464615 0.0508980648461538 0.0503811393969231 -0.405882014061538 -0.108414261326154 -0.0951909999538462 -0.891251179384615 -0.777635948461538 -0.930675872461538 -0.899669918 -0.966281648461538 -0.973688251076923 -0.488039003123077 -0.971109434615385 -0.988222525384615
"WALKING_DOWNSTAIRS" 30 0.220553222914516 -0.0693112411951613 -0.383208399193548 0.082903672166129 0.167294698177419 -0.000887132580645163 -0.142471545963387 -0.0615954583870968 -0.611710829483871 -0.776275407741935 -0.534883635612903 -0.681752370806452 -0.629267283064516 -0.758673667903226 -0.823476672258065 -0.263061628069355 -0.946358695483871 -0.964373177580645
"SITTING" 30 0.0916812911822581 -0.074353558416129 -0.881758234677419 0.797170945967742 -0.604938149758064 0.278014230790323 0.127761463945161 -0.095270767516129 -0.474783585790323 -0.999731925483871 -0.999228597096774 -0.999194928225806 -0.99936671 -0.999498979354839 -0.999238806612903 -0.987034626451613 -0.999915571774194 -0.999954147258065
"STANDING" 30 0.168086972701695 -0.0670334379830509 -0.817204750169492 0.776842004237288 -0.0704529501372881 0.220145278940678 0.145448547471186 -0.0997160228220339 -0.349970099033898 -0.998611392033898 -0.999382913728814 -0.99842972 -0.998050441186441 -0.998563147966102 -0.997168874915254 -0.915742855084746 -0.998938021694915 -0.998650733559322
"LAYING" 30 0.231785638972857 -0.0761476351714286 -0.861745132142857 0.804569480571429 -0.416858251328571 0.232792328115714 0.221187790995714 -0.102277358585714 -0.749983971285714 -0.999346798428571 -0.999294941428571 -0.999018407285714 -0.998775534571429 -0.999089594428571 -0.99861333 -0.971789052714286 -0.999582927285714 -0.999778325
